Shigella dysenteriae Sd197, complete genome
Product Name	Start	End	Strand	Length	Gi	GeneID	Locus	Locus_tag	COG(s)
DNA-binding transcriptional regulator OxyR 	3532501	3533418	+	305	82778883	3798522	oxyR	SDY_3796	COG0583K
soluble pyridine nucleotide transhydrogenase 	3533401	3534801	-	466	161950016	3798523	udhA	SDY_3797	COG1249C
hypothetical protein SDY_3798 	3534948	3535163	-	71	82778885	3799863	-	SDY_3798	-
iso-IS1 ORF2 	3535358	3535753	+	131	82778886	3799864	-	SDY_3799	COG1662L
rhsB protein in rhs element 	3535728	3539369	-	1213	82778887	3799865	rhsB	SDY_3800	COG3209M
50S ribosomal protein L31 	3539529	3539741	-	70	82778888	3799866	rpmE	SDY_3801	COG0254J
primosome assembly protein PriA 	3539944	3542142	+	732	82778889	3799867	priA	SDY_3802	COG1198L
DNA-binding transcriptional regulator CytR 	3542298	3543323	+	341	82778890	3799868	cytR	SDY_3803	COG1609K
essential cell division protein FtsN 	3543415	3544374	+	319	82778891	3799869	ftsN	SDY_3804	COG3087D
ATP-dependent protease peptidase subunit 	3544467	3544997	+	176	82778892	3799870	hslV	SDY_3805	COG5405O
ATP-dependent protease ATP-binding subunit HslU 	3545007	3546338	+	443	82778893	3799871	hslU	SDY_3806	COG1220O
1,4-dihydroxy-2-naphthoate octaprenyltransferase 	3546405	3547331	+	308	82778894	3799872	menA	SDY_3807	COG1575H
ribonuclease activity regulator protein RraA 	3547424	3547909	+	161	82778895	3799873	menG	SDY_3808	COG0684H
iso-IS1 ORF2 	3547966	3548361	-	131	82778896	3799874	-	SDY_3809	COG1662L
hypothetical protein SDY_3810 	3548759	3549010	+	83	82778897	3799875	-	SDY_3810	-
IS1 ORF1 	3549146	3549421	+	91	82778898	3799876	insA	SDY_3811	COG3677L
IS1 ORF2 	3549466	3549843	+	125	82778899	3799877	insB	SDY_3812	COG1662L
IS600 ORF1 	3550322	3550624	+	100	82778900	3799878	-	SDY_3813	COG2963L
IS600 ORF2 	3550765	3551478	+	237	82778901	3799879	-	SDY_3814	COG2801L
hypothetical protein SDY_3815 	3551506	3551802	+	98	82778902	3799880	-	SDY_3815	-
hypothetical protein SDY_3816 	3551841	3552086	-	81	82778903	3799881	yiiU	SDY_3816	COG3074S
facilitated diffusion of glycerol 	3552512	3553357	+	281	82778904	3799882	glpF	SDY_3817	COG0580G
glycerol kinase 	3553380	3554888	+	502	82778905	3799265	glpK	SDY_3818	COG0554C
fructose 1,6-bisphosphatase II 	3555118	3556128	+	336	82778906	3799266	glpX	SDY_3819	COG1494G
ferredoxin-NADP reductase 	3556225	3556971	+	248	82778907	3799267	fpr	SDY_3820	COG1018C
universal stress protein UspD 	3556976	3557404	-	142	82778908	3799268	yiiT	SDY_3821	COG0589T
hypothetical protein SDY_3822 	3557407	3557730	-	107	82778909	3799269	yiiS	SDY_3822	COG3691S
iso-IS1 ORF2 	3557991	3558386	-	131	82778910	3799270	-	SDY_3823	COG1662L
hypothetical protein SDY_3824 	3558725	3559156	-	143	82778911	3799271	yiiR	SDY_3824	COG3152S
hypothetical protein SDY_3825 	3559257	3559856	+	199	82778912	3799272	yiiQ	SDY_3825	-
triosephosphate isomerase 	3559964	3560731	+	255	82778913	3799273	tpiA	SDY_3826	COG0149G
IS1 ORF2 	3561298	3561675	-	125	82778914	3799274	insB	SDY_3827	COG1662L
IS1 ORF1 	3561720	3561995	-	91	82778915	3799275	insA	SDY_3828	COG3677L
sulfate transporter subunit 	3562425	3563414	-	329	82778916	3799277	sbp	SDY_3830	COG1613P
6-phosphofructokinase 	3563733	3564695	-	320	82778917	3799278	pfkA	SDY_3831	COG0205G
ferrous iron efflux protein F 	3564876	3565778	-	300	82778918	3799279	fieF	SDY_3832	COG0053P
periplasmic repressor CpxP 	3565926	3566426	-	166	161950015	3799280	cpxP	SDY_3833	COG3678UNTP
DNA-binding transcriptional regulator CpxR 	3566576	3567274	+	232	82778920	3799281	cpxR	SDY_3834	COG0745TK
two-component sensor protein 	3567271	3568644	+	457	82778921	3799282	cpxA	SDY_3835	COG0642T
hypothetical protein SDY_3836 	3568712	3569386	-	224	161950014	3799283	yiiM	SDY_3836	COG2258S
2-keto-3-deoxygluconate permease 	3569535	3570521	-	328	161950013	3798466	kdgT	SDY_3837	-
superoxide dismutase 	3570781	3571401	-	206	82778924	3798467	sodA	SDY_3838	COG0605P
rhamnose-proton symporter 	3571686	3572720	+	344	82778925	3798468	rhaT	SDY_3839	-
transcriptional activator RhaR 	3572717	3573655	-	312	82778926	3798469	rhaR	SDY_3840	COG2207K
transcriptional activator RhaS 	3573639	3574475	-	278	82778927	3798470	rhaS	SDY_3841	COG4977K
rhamnulokinase 	3574763	3575926	+	387	82778928	3798471	rhaB	SDY_3842	COG1070G
rhamnulose-1-phosphate aldolase 	3577181	3578005	+	274	82778929	3798473	rhaD	SDY_3844	COG0235G
hypothetical protein SDY_3845 	3578015	3578329	+	104	82778930	3798474	yiiL	SDY_3845	COG3254S
iso-IS1 ORF2 	3578709	3579047	-	112	82778931	3798475	-	SDY_3846	COG1662L
formate dehydrogenase accessory protein 	3580174	3581007	-	277	82778932	3798477	fdhD	SDY_3848	COG1526C
formate dehydrogenase-O, major subunit 	3581201	3584251	+	1016	82778933	3798478	fdoG	SDY_3849	COG0243C
formate dehydrogenase-O, iron-sulfur subunit 	3584264	3585166	+	300	82778934	3798479	fdoH	SDY_3850	COG0437C
formate dehydrogenase-O subunit gamma 	3585163	3585798	+	211	82778935	3798480	fdoI	SDY_3851	COG2864C
formate dehydrogenase accessory protein FdhE 	3585795	3586724	+	309	82778936	3798481	fdhE	SDY_3852	COG3058O
IS1 ORF2 	3587044	3587421	-	125	82778937	3798482	insB	SDY_3853	COG1662L
IS1 ORF1 	3587466	3587741	-	91	82778938	3798483	insA	SDY_3854	COG3677L
putative acetyltransferase 	3587919	3588908	-	329	82778939	3798484	yiiD	SDY_3855	COG1246E
D-tyrosyl-tRNA(Tyr) deacylase 	3588905	3589342	-	145	82778940	3798485	yihZ	SDY_3856	COG1490J
ribonuclease BN 	3589339	3590211	-	290	82778941	3797237	rbn	SDY_3857	COG1295S
phosphatase 	3590205	3590804	-	199	161950012	3797238	yihX	SDY_3858	COG1011R
IS600 ORF2 	3591155	3591868	-	237	82778943	3797239	-	SDY_3859	COG2801L
IS911 ORF2 	3592288	3592809	-	173	82778944	3797240	-	SDY_3860	COG2801L
IS911 ORF2 	3592778	3593128	-	116	82778945	3797241	-	SDY_3861	-
IS911 ORF1 	3593155	3593457	-	100	82778946	3797242	-	SDY_3862	COG2963L
hypothetical protein SDY_3863 	3593621	3594352	-	243	82778947	3797243	-	SDY_3863	COG2017G
hypothetical protein SDY_3864 	3594518	3594727	-	69	82778948	3797244	-	SDY_3864	-
iso-IS1 ORF2 	3594922	3595104	+	60	82778949	3797245	-	SDY_3865	COG1662L
iso-IS1 ORF2 	3595101	3595316	+	71	82778950	3797246	-	SDY_3866	COG1662L
shikimate transporter 	3595326	3596030	-	234	82778951	3797247	-	SDY_3867	COG2211G
IS1 ORF1 	3596178	3596453	+	91	82778952	3797248	insA	SDY_3868	COG3677L
IS1 ORF2 	3596498	3596875	+	125	82778953	3797249	insB	SDY_3869	COG1662L
IS4 orf 	3597568	3598914	-	448	82778954	3797251	-	SDY_3871	COG3385L
GTP-binding protein 	3599019	3600842	-	607	82778955	3797252	yihK	SDY_3872	COG1217T
glutamine synthetase 	3601215	3602624	+	469	82778956	3797253	glnA	SDY_3873	COG0174E
nitrogen regulation protein NR(II) 	3602798	3603847	+	349	82778957	3797254	glnL	SDY_3874	COG3852T
nitrogen regulation protein NR(I) 	3603859	3605268	+	469	82778958	3797255	glnG	SDY_3875	COG2204T
coproporphyrinogen III oxidase 	3605680	3607053	-	457	161950011	3796992	hemN	SDY_3876	COG0635H
hypothetical protein SDY_3877 	3607242	3607748	-	168	82778960	3796993	yihI	SDY_3877	COG3078S
ribosome biogenesis GTP-binding protein YsxC 	3608330	3608962	+	210	161950010	3796994	engB	SDY_3878	COG0218R
DNA polymerase I 	3609343	3612129	-	928	82778962	3796995	polA	SDY_3879	COG0749L
putative acyltransferase 	3612493	3613425	+	310	82778963	3796996	yihG	SDY_3880	COG0204I
iso-IS1 ORF2 	3614226	3614441	-	71	82778964	3796997	-	SDY_3881	COG1662L
IS1 ORF2 	3615684	3616061	-	125	82778965	3796999	insB	SDY_3883	COG1662L
IS1 ORF1 	3616106	3616381	-	91	82778966	3797000	insA	SDY_3884	COG3677L
periplasmic protein disulfide isomerase I 	3616601	3617227	-	208	82778967	3797001	dsbA	SDY_3885	COG1651O
serine/threonine protein kinase 	3617244	3618230	-	328	82778968	3797002	yihE	SDY_3886	COG2334R
hypothetical protein SDY_3887 	3618307	3618576	-	89	82778969	3797003	yihD	SDY_3887	COG3084S
molybdopterin-guanine dinucleotide biosynthesis protein A 	3618646	3619230	+	194	82778970	3797004	mobA	SDY_3888	COG0746H
molybdopterin-guanine dinucleotide biosynthesis protein B 	3619227	3619739	+	170	82778971	3797005	mobB	SDY_3889	COG1763H
protoporphyrinogen oxidase 	3625309	3625854	-	181	82778972	3797011	hemG	SDY_3895	COG4635CH
potassium transporter 	3625866	3627317	-	483	82778973	3797012	trkH	SDY_3896	COG0168P
hypothetical protein SDY_3897 	3627356	3627973	-	205	82778974	3797013	yigZ	SDY_3897	COG1739S
proline dipeptidase 	3627970	3629301	-	443	82778975	3797014	pepQ	SDY_3898	COG0006E
multifunctional fatty acid oxidation complex subunit alpha 	3629491	3631680	+	729	82778976	3797015	fadB	SDY_3899	COG1250I
3-ketoacyl-CoA thiolase 	3631690	3632853	+	387	82778977	3797016	fadA	SDY_3900	COG0183I
FMN reductase 	3633046	3633747	-	233	82778978	3797017	fre	SDY_3901	COG0543HC
3-octaprenyl-4-hydroxybenzoate decarboxylase 	3633793	3635286	-	497	82778979	3797018	yigC	SDY_3902	COG0043H
transcriptional activator RfaH 	3635453	3635941	+	162	82778980	3797019	rfaH	SDY_3903	COG0250K
twin-arginine protein translocation system subunit TatC 	3636761	3637537	-	258	82778981	3797021	yigU	SDY_3905	COG0805U
sec-independent translocase 	3637540	3638055	-	171	161950009	3797022	-	SDY_3906	COG1826U
twin arginine translocase protein A 	3638059	3638370	-	103	82778983	3797023	tatA	SDY_3907	COG1826U
putative ubiquinone biosynthesis protein UbiB 	3638407	3640047	-	546	82778984	3797024	ubiB	SDY_3908	COG0661R
hypothetical protein SDY_3909 	3640044	3640649	-	201	82778985	3797025	yigP	SDY_3909	COG3165S
ubiquinone/menaquinone biosynthesis methyltransferase 	3640663	3641418	-	251	82778986	3796597	ubiE	SDY_3910	COG2226H
DNA recombination protein RmuC 	3641513	3642940	-	475	82778987	3796598	yigN	SDY_3911	COG1322S
uridine phosphorylase 	3643081	3643842	-	253	82778988	3796599	udp	SDY_3912	COG2820F
putative enzyme 	3644050	3644919	+	289	82778989	3796600	-	SDY_3913	COG0412Q
5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase 	3644959	3647220	-	753	82778990	3796601	metE	SDY_3914	COG0620E
regulator for metE and metH 	3647456	3648409	+	317	82778991	3796602	metR	SDY_3915	COG0583K
hypothetical protein SDY_3916 	3648297	3649196	-	299	82778992	3796603	yigM	SDY_3916	COG0697GER
putative sugar phosphatase 	3649272	3650072	-	266	82778993	3796604	-	SDY_3917	COG0561R
lysophospholipase L2 	3650080	3651102	-	340	82778994	3796605	pldB	SDY_3918	COG2267I
hypothetical protein SDY_3919 	3651417	3651833	+	138	82778995	3796606	yigK	SDY_3919	COG1280E
hypothetical protein SDY_3920 	3651895	3652263	-	122	82778996	3796607	yigJ	SDY_3920	COG1280E
ATP-dependent DNA helicase RecQ 	3652579	3654414	-	611	82778997	3796608	recQ	SDY_3921	COG0514L
phospholipase A 	3654541	3655410	-	289	82778998	3796609	pldA	SDY_3922	COG2829M
hypothetical protein SDY_3923 	3655575	3656042	+	155	161950008	3796610	yigI	SDY_3923	COG2050Q
hypothetical protein SDY_3924 	3656094	3656987	+	297	82779000	3796611	rarD	SDY_3924	COG2962R
IS1 ORF1 	3657107	3657382	+	91	82779001	3796612	insA	SDY_3925	COG3677L
IS1 ORF2 	3657427	3657804	+	125	82779002	3796613	insB	SDY_3926	COG1662L
IS1 ORF2 	3658262	3658639	-	125	82779003	3796614	insB	SDY_3927	COG1662L
IS1 ORF1 	3658684	3658959	-	91	82779004	3796615	insA	SDY_3928	COG3677L
magnesium/nickel/cobalt transporter CorA 	3659193	3660143	-	316	82779005	3796616	corA	SDY_3929	COG0598P
periplasmic protein 	3660513	3661277	+	254	82779006	3797768	yigE	SDY_3930	COG3698S
hypothetical protein SDY_3931 	3661360	3662262	+	300	82779007	3797769	-	SDY_3931	COG1912S
DNA-dependent helicase II 	3662317	3664479	-	720	82779008	3797770	uvrD	SDY_3932	COG0210L
flavin mononucleotide phosphatase 	3664563	3665279	-	238	82779009	3797771	yigB	SDY_3933	COG1011R
site-specific tyrosine recombinase XerC 	3665279	3666175	-	298	82779010	3797772	xerC	SDY_3934	COG4973L
hypothetical protein SDY_3935 	3666172	3666879	-	235	82779011	3797773	yigA	SDY_3935	COG3159S
diaminopimelate epimerase 	3666876	3667700	-	274	161950007	3797774	dapF	SDY_3936	COG0253E
hypothetical protein SDY_3937 	3667737	3667940	-	67	82779013	3797775	yifL	SDY_3937	COG5567N
hypothetical protein SDY_3939 	3668127	3668612	-	161	82779015	3797777	-	SDY_3939	-
frataxin-like protein 	3668403	3668723	+	106	82779014	3797776	cyaY	SDY_3938	COG1965P
adenylate cyclase 	3668763	3671309	-	848	82779016	3797778	cyaA	SDY_3940	COG3072F
porphobilinogen deaminase 	3671675	3672637	+	320	82779017	3797779	hemC	SDY_3941	COG0181H
uroporphyrinogen-III synthase 	3672634	3673374	+	246	82779018	3797780	hemD	SDY_3942	COG1587H
putative uroporphyrinogen III C-methyltransferase 	3673396	3674577	+	393	82779019	3797781	hemX	SDY_3943	COG2959H
putative protoheme IX biogenesis protein 	3674580	3675776	+	398	82779020	3797782	hemY	SDY_3944	COG3071H
arylsulfatase 	3676454	3678109	+	551	82779021	3797783	aslA	SDY_3945	COG3119P
iso-IS1 ORF2 	3679314	3679709	+	131	82779022	3797784	-	SDY_3946	COG1662L
putative transport protein YifK 	3680972	3682357	-	461	82779023	3797449	yifK	SDY_3952	COG1113E
putative UDP-N-acetyl-D-mannosaminuronic acid transferase 	3682548	3683288	-	246	82779024	3797450	wecG	SDY_3953	COG1922M
putative common antigen polymerase 	3683291	3684643	-	450	82779025	3797451	wecF	SDY_3954	-
4-alpha-L-fucosyltransferase 	3684640	3685719	-	359	82779026	3797452	yifM	SDY_3955	-
putative cytochrome 	3685716	3686966	-	416	82779027	3797453	wzxE	SDY_3956	-
TDP-4-oxo-6-deoxy-D-glucose transaminase 	3686968	3688098	-	376	82779028	3797454	wecE	SDY_3957	COG0399M
TDP-fucosamine acetyltransferase 	3688103	3688648	-	181	82779029	3797455	wecD	SDY_3958	-
glucose-1-phosphate thymidylyltransferase 	3688755	3689636	-	293	82779030	3797456	rffH	SDY_3959	COG1209M
UDP-N-acetyl-D-mannosamine dehydrogenase 	3690630	3691892	-	420	82779031	3797458	wecC	SDY_3961	COG0677M
UDP-N-acetyl glucosamine -2-epimerase 	3691889	3693061	-	390	82779032	3797459	wecB	SDY_3962	COG0381M
lipopolysaccharide biosynthesis protein WzzE 	3693075	3694124	-	349	82779033	3797460	wzzE	SDY_3963	COG3765M
UDP-GlcNAc:undecaprenylphosphate GlcNAc-1-phosphate transferase 	3694133	3695236	-	367	82779034	3797709	rfe	SDY_3964	COG0472M
hypothetical protein SDY_3965 	3695248	3695466	-	72	82779035	3797710	-	SDY_3965	-
transcription termination factor Rho 	3695476	3696735	-	419	82779036	3797711	rho	SDY_3966	COG1158K
putative rho operon leader peptide 	3696820	3696921	-	33	82779037	3797712	rhoL	SDY_3967	-
thioredoxin 	3697062	3697445	-	127	82779038	3797713	trxA	SDY_3968	COG3118O
ATP-dependent RNA helicase RhlB 	3697522	3698787	+	421	82779039	3797714	rhlB	SDY_3969	COG0513LKJ
guanosine pentaphosphate phosphohydrolase 	3698921	3700405	+	494	82779040	3797715	gppA	SDY_3970	COG0248FP
ATP-dependent DNA helicase Rep 	3700452	3702473	-	673	82779041	3797716	rep	SDY_3971	COG0210L
insertion element IS2 transposase InsD 	3703253	3704158	+	301	161950006	3797717	-	SDY_3972	COG2801L
peptidyl-prolyl cis-trans isomerase C 	3704675	3704956	+	93	82779043	3797718	ppiC	SDY_3973	COG0760O
ketol-acid reductoisomerase 	3705002	3706477	-	491	82779044	3797719	ilvC	SDY_3974	COG0059EH
DNA-binding transcriptional regulator IlvY 	3706627	3707517	+	296	161950005	3797720	ilvY	SDY_3975	COG0583K
threonine dehydratase 	3707514	3709058	-	514	82779046	3797721	ilvA	SDY_3976	COG1171E
dihydroxy-acid dehydratase 	3709061	3710911	-	616	82779047	3797722	ilvD	SDY_3977	COG0129EG
branched-chain amino acid aminotransferase 	3710976	3711905	-	309	82779048	3797723	ilvE	SDY_3978	COG0115EH
acetolactate synthase 2 regulatory subunit 	3711925	3712188	-	87	82779049	3797724	ilvM	SDY_3979	COG3978S
acetolactate synthase 2 catalytic subunit 	3712185	3713831	-	548	82779050	3797725	ilvG	SDY_3980	COG0028EH
ilvG operon leader peptide 	3713971	3714069	-	32	82779051	3797726	ilvL	SDY_3981	-
ISSfl2 ORF 	3715802	3716998	+	398	82779052	3797728	-	SDY_3983	-
hypothetical protein SDY_3984 	3717404	3717742	-	112	82779053	3798008	yifE	SDY_3984	COG3085S
transcriptional regulator HdfR 	3717861	3718700	+	279	82779054	3798009	yifDA	SDY_3985	COG0583K
yieP gene product 	3724491	3725183	+	230	82779055	3798016	yieP	SDY_3992	COG2186K
putative transport protein 	3725206	3726633	+	475	82779056	3798017	yieO	SDY_3993	COG2814G
transcriptional repressor RbsR 	3726641	3727591	-	316	82779057	3798018	rbsR	SDY_3994	COG1609K
ribokinase 	3727595	3728524	-	309	82779058	3798019	rbsK	SDY_3995	COG0524G
ribose ABC transporter permease protein 	3729561	3730526	-	321	82779059	3797670	rbsC	SDY_3997	COG1172G
iso-IS1 ORF2 	3730634	3731029	-	131	82779060	3797671	-	SDY_3998	COG1662L
potassium transport protein Kup 	3733404	3735278	-	624	82779061	3797674	trkD	SDY_4001	COG3158P
regulatory ATPase RavA 	3735501	3736997	+	498	228861758	3797675	yieN	SDY_4002	COG0714R
hypothetical protein SDY_4003 	3736991	3738442	+	483	82779063	3797676	yieM	SDY_4003	COG2425R
asparagine synthetase AsnA 	3738447	3739439	-	330	82779064	3797677	asnA	SDY_4004	COG2502E
DNA-binding transcriptional regulator AsnC 	3739591	3740049	+	152	82779065	3797678	asnC	SDY_4005	COG1522K
flavodoxin 	3740139	3740582	+	147	82779066	3797679	mioC	SDY_4006	COG0716C
tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA 	3740961	3742850	+	629	82779067	3797680	gidA	SDY_4007	COG0445D
16S rRNA methyltransferase GidB 	3742914	3743537	+	207	82779068	3797681	gidB	SDY_4008	COG0357M
F0F1 ATP synthase subunit I 	3744154	3744534	+	126	161950004	3797682	atpI	SDY_4009	COG3312C
F0F1 ATP synthase subunit A 	3744543	3745358	+	271	82779070	3797683	atpB	SDY_4010	COG0356C
F0F1 ATP synthase subunit C 	3745405	3745644	+	79	82779071	3797684	atpE	SDY_4011	COG0636C
F0F1 ATP synthase subunit B 	3745706	3746176	+	156	82779072	3797685	atpF	SDY_4012	COG0711C
F0F1 ATP synthase subunit delta 	3746191	3746724	+	177	82779073	3797686	atpH	SDY_4013	COG0712C
F0F1 ATP synthase subunit alpha 	3746737	3748278	+	513	82779074	3797687	atpA	SDY_4014	COG0056C
F0F1 ATP synthase subunit gamma 	3748329	3749192	+	287	82779075	3797688	atpG	SDY_4015	COG0224C
F0F1 ATP synthase subunit beta 	3749219	3750601	+	460	82779076	3797689	atpD	SDY_4016	COG0055C
F0F1 ATP synthase subunit epsilon 	3750622	3751041	+	139	82779077	3796862	atpC	SDY_4017	COG0355C
bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase 	3751393	3752763	+	456	82779078	3796863	glmU	SDY_4018	COG1207M
glucosamine--fructose-6-phosphate aminotransferase 	3752925	3754754	+	609	82779079	3796864	glmS	SDY_4019	COG0449M
IS1294 orf 	3755155	3756363	-	402	82779080	3796865	-	SDY_4020	-
hypothetical protein SDY_4021 	3756344	3756616	-	90	82779081	3796866	-	SDY_4021	-
phosphate ABC transporter periplasmic substrate-binding protein PstS 	3756878	3757918	+	346	82779082	3796867	pstS	SDY_4022	COG0226P
phosphate transporter permease subunit PstC 	3758004	3759005	+	333	82779083	3796868	pstC	SDY_4023	COG0573P
phosphate transporter permease subunit PtsA 	3759005	3759895	+	296	82779084	3796869	pstA	SDY_4024	COG0581P
phosphate transporter subunit 	3760078	3760851	+	257	82779085	3796870	pstB	SDY_4025	COG1117P
transcriptional regulator PhoU 	3760866	3761591	+	241	82779086	3796871	phoU	SDY_4026	COG0704P
hypothetical protein SDY_4027 	3762014	3763675	+	553	82779087	3796872	-	SDY_4027	-
hypothetical protein SDY_4028 	3763990	3764493	+	167	82779088	3796873	-	SDY_4028	-
IS1 ORF1 	3764736	3765011	+	91	82779089	3796874	insA	SDY_4029	COG3677L
IS1 ORF2 	3765056	3765433	+	125	82779090	3796875	insB	SDY_4030	COG1662L
iso-IS1 ORF2 	3766545	3766883	+	112	82779091	3796876	-	SDY_4031	COG1662L
putative lipoprotein 	3766941	3767534	+	197	82779092	3796877	-	SDY_4032	-
hypothetical protein SDY_4033 	3767585	3768784	+	399	82779093	3796878	-	SDY_4033	-
hypothetical protein SDY_4034 	3769333	3771840	+	835	82779094	3796879	-	SDY_4034	COG5295UW
hypothetical protein SDY_4035 	3771929	3772765	+	278	82779095	3796880	-	SDY_4035	COG5295UW
L-lactate permease 	3773192	3774847	+	551	82779096	3795518	lldP	SDY_4036	COG1620C
DNA-binding transcriptional repressor LldR 	3774847	3775623	+	258	82779097	3795519	lldR	SDY_4037	COG2186K
L-lactate dehydrogenase 	3775620	3776810	+	396	82779098	3795520	lldD	SDY_4038	COG1304C
putative tRNA/rRNA methyltransferase YibK 	3776996	3777469	+	157	82779099	3795521	yibK	SDY_4039	COG0219J
serine acetyltransferase 	3777522	3778343	-	273	82779100	3795522	cysE	SDY_4040	COG1045E
NAD(P)H-dependent glycerol-3-phosphate dehydrogenase 	3778423	3779442	-	339	82779101	3795523	gpsA	SDY_4041	COG0240C
preprotein translocase subunit SecB 	3779442	3779909	-	155	82779102	3795524	secB	SDY_4042	COG1952U
glutaredoxin 3 	3779972	3780223	-	83	82779103	3795525	grxC	SDY_4043	COG0695O
hypothetical protein SDY_4044 	3780365	3780796	-	143	82779104	3795526	yibN	SDY_4044	COG0607P
phosphoglyceromutase 	3781041	3782585	+	514	82779105	3795527	yibO	SDY_4045	COG0696G
hypothetical protein SDY_4046 	3782595	3783878	+	427	82779106	3795528	yibP	SDY_4046	COG4942D
hypothetical protein SDY_4047 	3784008	3784841	+	277	82779107	3795529	yibQ	SDY_4047	COG2861S
putative glycosyl transferase 	3784847	3785851	-	334	82779108	3795530	yibD	SDY_4048	COG0463M
L-threonine 3-dehydrogenase 	3786090	3787115	-	341	82779109	3795531	tdh	SDY_4049	COG1063ER
2-amino-3-ketobutyrate coenzyme A ligase 	3787125	3788321	-	398	82779110	3795532	kbl	SDY_4050	COG0156H
ADP-L-glycero-D-mannoheptose-6-epimerase 	3788535	3789467	+	310	82779111	3795533	rfaD	SDY_4051	COG0451MG
ADP-heptose:LPS heptosyltransferase II 	3789477	3790523	+	348	82779112	3795534	rfaF	SDY_4052	COG0859M
ADP-heptose:LPS heptosyl transferase I 	3790527	3791486	+	319	82779113	3795535	rfaC	SDY_4053	COG0859M
lipid A-core:surface polymer ligase WaaL 	3791534	3792787	-	417	82779114	3795536	waaL	SDY_4054	COG3307M
putative beta1,4-galactosyltransferase WaaX 	3792822	3793595	-	257	82779115	3795537	waaX	SDY_4055	COG3306M
UDP-galactose:(galactosyl) LPS alpha1,2-galactosyltransferase 	3793627	3794655	-	342	82779116	3795828	waaW	SDY_4056	COG1442M
lipopolysaccharide core biosynthesis protein 	3794681	3795373	-	230	82779117	3795829	rfaY	SDY_4057	COG0661R
lipopolysaccharide 1,2-glucosyltransferase 	3795383	3796378	-	331	82779118	3795830	rfaJ	SDY_4058	COG1442M
lipopolysaccharide 1,3-galactosyltransferase 	3796395	3797411	-	338	82779119	3795831	rfaI	SDY_4059	COG1442M
putative LPS biosynthesis enzyme 	3797427	3798233	-	268	82779120	3795832	waaP	SDY_4060	-
glucosyltransferase I 	3798217	3799341	-	374	82779121	3795833	rfaG	SDY_4061	COG0438M
lipopolysaccharide core biosynthesis protein 	3799338	3800396	-	352	82779122	3795834	waaQ	SDY_4062	COG0859M
3-deoxy-D-manno-octulosonic-acid transferase 	3800809	3802086	+	425	82779123	3795835	kdtA	SDY_4063	COG1519M
phosphopantetheine adenylyltransferase 	3802094	3802573	+	159	82779124	3795836	coaD	SDY_4064	COG0669H
formamidopyrimidine-DNA glycosylase 	3802612	3803421	-	269	82779125	3795837	mutM	SDY_4065	COG0266L
50S ribosomal protein L33 	3803519	3803686	-	55	82779126	3795838	rpmG	SDY_4066	COG0267J
50S ribosomal protein L28 	3803707	3803943	-	78	82779127	3795839	rpmB	SDY_4067	COG0227J
DNA repair protein RadC 	3804160	3804834	-	224	82779128	3795840	radC	SDY_4068	COG2003L
bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase 	3805000	3806220	+	406	161950003	3795841	dfp	SDY_4069	COG0452H
deoxyuridine 5'-triphosphate nucleotidohydrolase 	3806201	3806656	+	151	82779130	3795842	dut	SDY_4070	COG0756F
nucleoid occlusion protein 	3806763	3807359	+	198	161950002	3795843	slmA	SDY_4071	COG1309K
putative RNA-directed DNA polymerase, msDNA specific 	3807688	3808197	-	169	82779132	3795844	-	SDY_4072	-
orotate phosphoribosyltransferase 	3808651	3809292	-	213	82779133	3795845	pyrE	SDY_4073	COG0461F
ribonuclease PH 	3809358	3810074	-	238	82779134	3795846	rph	SDY_4074	COG0689J
hypothetical protein SDY_4075 	3810201	3811064	+	287	82779135	3795749	yicC	SDY_4075	COG1561S
DNA-damage-inducible protein D 	3811284	3812108	+	274	161950001	3795750	dinD	SDY_4076	-
hypothetical protein SDY_4077 	3812346	3813017	+	223	82779137	3795751	yicG	SDY_4077	COG2860S
hypothetical protein SDY_4079 	3814553	3814816	-	87	82779138	3795753	-	SDY_4079	-
guanylate kinase 	3814950	3815573	+	207	82779139	3795754	gmk	SDY_4080	COG0194F
DNA-directed RNA polymerase subunit omega 	3815628	3815903	+	91	82779140	3795755	rpoZ	SDY_4081	COG1758K
bifunctional (p)ppGpp synthetase II/ guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase 	3815922	3818030	+	702	82779141	3795756	spoT	SDY_4082	COG0317TK
tRNA guanosine-2'-O-methyltransferase 	3818037	3818726	+	229	82779142	3795757	spoU	SDY_4083	COG0566J
ATP-dependent DNA helicase RecG 	3818732	3820813	+	693	82779143	3795758	recG	SDY_4084	COG1200LK
glutamate transport 	3820989	3822194	-	401	82779144	3795759	gltS	SDY_4085	COG0786E
putative transport protein 	3822473	3823864	+	463	82779145	3795760	yicE	SDY_4086	COG2233F
hypothetical protein SDY_4087 	3823985	3825694	+	569	82779146	3795761	yicH	SDY_4087	-
IS600 ORF1 	3826217	3826519	+	100	82779147	3795763	-	SDY_4089	COG2963L
